p243752	v729
p189955	v338
p77364	v1232
p173242	v188
p270088	v578
p92145	v1415
p69538	v1135
p9697	v183
p23344	v482
p134178	v1755
p261825	v2474
p13505	v257
p232878	v339
p226975	v1109
p15470	v338
p10554	v188
p215477	v2326
p77111	v1232
p102070	v1501
p198027	v2140
p283723	v2177
p87615	v1382
p288161	v2610
p119212	v714
p117582	v20
p228436	v253
p219314	v2338
p213179	v2320
p142014	v509
p275853	v330
p123772	v1694
p280872	v396
p20292	v459
p36372	v668
p6324	v104
p282830	v1226
p181192	v1108
p251763	v919
p83982	v1325
p278108	v616
p200286	v2174
p215326	v1020
p63049	v1093
p248	v11
p157249	v148
p91645	v1415
p37089	v688
p182051	v585
p251041	v2418
p186491	v2114
p240515	v2389
p189257	v1543
p170694	v177
p59228	v1080
p167551	v2074
p14297	v298
p166177	v2056
p202249	v2276
p265803	v188
p128744	v1723
p199608	v2167
p206907	v1730
p23449	v483
p171664	v182
p203054	v681
p13244	v251
p112136	v625
p135144	v483
p155741	v1941
p279449	v369
p22367	v469
p4167	v71
p100090	v1486
p239801	v2146
p8003	v136
p275668	v329
p162727	v2010
p97890	v1459
p70521	v1148
p227397	v235
p60199	v1084
p99177	v1474
p171896	v183
p75140	v1225
p264517	v183
p47458	v839
p64001	v1096
p170020	v1084
p43763	v793
p139463	v1812
p244019	v755
p45548	v819
p160221	v1986
p97328	v1459
p31282	v269
p276150	v2362
p259488	v2465
p29632	v188
p67135	v238
p60805	v185
p166395	v2056
p193199	v367
p225867	v220
p35575	v654
p33563	v370
p171435	v569
p38524	v711
p106418	v1516
p80151	v1234
p234850	v2123
p101539	v1495
p135505	v67
p17842	v403
p97856	v1459
p162681	v2010
p39786	v730
p184537	v1528
p154188	v1922
p259418	v2464
p112279	v1191
p226585	v227
p118562	v435
p150886	v1896
p277465	v2516
p53664	v979
p187941	v308
p238646	v1191
p77506	v1232
p181157	v1108
p26777	v536
p97074	v1458
p147217	v974
p86366	v1361
p144622	v519
p51458	v927
p226404	v224
p190980	v342
p115679	v1605
p78077	v1232
p92	v6
p210763	v871
p250621	v2363
p275482	v322
p177473	v199
p131273	v1325
p273497	v299
p217142	v1986
p140811	v1820
p39856	v733
p197995	v2140
p262827	v2489
p113884	v1580
p7689	v130
p261157	v2474
p176179	v188
p82264	v1309
p54698	v996
p175868	v188
p234902	v2365
p283403	v2168
p77015	v1232
p16112	v346
p6144	v103
p32705	v340
p27005	v541
p153541	v1917
p259665	v2466
p233612	v340
p156470	v1946
p150479	v1895
p250129	v857
p7714	v130
p44448	v799
p273377	v290
p160662	v1986
p56212	v1024
p220193	v174
p121509	v739
p193047	v614
p101183	v1494
p92369	v1415
p252166	v2427
p145236	v523
p22452	v470
p281782	v2523
p3435	v58
p50614	v900
p232308	v336
p243009	v2335
p45783	v819
p256568	v2442
p171638	v182
p142755	v515
p236032	v2375
p206212	v1730
p228561	v587
p219042	v2334
p234067	v2363
p162744	v2010
p181409	v233
p22276	v469
p25128	v505
p64729	v1096
p267835	v578
p130668	v474
p38630	v712
p268399	v578
p244791	v771
p38998	v716
p2689	v52
p281645	v629
p160672	v1986
p150139	v1891
p221273	v188
p74142	v1187
p225037	v210
p265717	v188
p252726	v964
p102239	v163
p201882	v2223
p286961	v2562
p122037	v1681
p102644	v172
p209125	v2296
p76407	v1232
p281568	v623
p40599	v750
p238026	v396
p92701	v1418
p73301	v1172
p15206	v326
p48557	v865
p186225	v285
p114756	v652
p250402	v2391
p9350	v177
p160205	v1986
p106635	v231
p181451	v234
p281497	v401
p159982	v1409
p236185	v2379
p278218	v616
p221459	v188
p73460	v1173
p72006	v345
p217924	v2334
p270071	v578
p287092	v2566
p46250	v826
p62671	v193
p257027	v2446
p147948	v1886
p111804	v1560
p93923	v1433
p283860	v2179
p140610	v1819
p89944	v1401
p11959	v203
p97548	v1459
p234834	v2123
p247096	v1723
p57446	v1048
p46514	v829
p168995	v2081
p282016	v2523
p38169	v704
p165505	v1709
p233824	v2363
p144493	v1845
p48238	v860
p288344	v2205
p27619	v558
p113161	v1579
p44690	v804
p202994	v681
p140157	v498
p287086	v2565
p89633	v1399
p265354	v188
p88121	v1390
p232264	v1151
p150067	v982
p237272	v382
p214277	v1896
p56719	v1026
p200382	v2174
p77574	v1232
p272265	v2509
p262555	v2484
p215156	v1020
p171968	v183
p283946	v2187
p74308	v1190
p193124	v367
p13686	v269
p123630	v1693
p36661	v674
p254045	v2437
p44472	v799
p126981	v1718
p73679	v1179
p276619	v339
p166110	v2055
p207281	v2292
p82242	v1309
p228694	v1123
p8620	v153
p66375	v1110
p105881	v203
p80849	v1288
p281873	v2523
p35688	v657
p49382	v877
p209972	v843
p190431	v2122
p111648	v378
p97097	v1458
p124709	v49
p153463	v131
p98347	v1463
p156833	v1946
p124357	v1697
p160037	v1986
p139843	v80
p116697	v1303
p32229	v603
p262616	v2485
p151303	v987
p67236	v238
p23837	v486
p26440	v527
p254202	v113
p216888	v1986
p152472	v1907
p137625	v859
p269217	v578
p185056	v276
p277587	v358
p144291	v1843
p79377	v1234
p184748	v273
p128136	v1723
p146752	v1874
p253589	v972
p275119	v2513
p110220	v324
p28136	v166
p142647	v89
p199606	v2167
p229849	v1533
p216056	v2331
p31243	v269
p196506	v388
p88237	v1390
p208306	v2292
p231113	v2360
p236192	v2379
p59120	v1078
p27889	v561
p91500	v1415
p158785	v1966
p256459	v1387
p158224	v1966
p172919	v188
p224006	v2350
p64412	v1096
p272377	v274
p101096	v1493
p12092	v208
p220811	v181
p195851	v1180
p36386	v669
p199651	v2168
p241910	v2330
p273003	v1538
p225274	v2095
p178423	v201
p87265	v1376
p197615	v1230
p245239	v783
p69892	v302
p74684	v1204
p102552	v170
p276895	v2122
p63208	v203
p228879	v267
p80221	v1234
p137047	v490
p216643	v1986
p70100	v311
p251091	v890
p242360	v1299
p57550	v1048
p51746	v933
p103271	v181
p223326	v2091
p42823	v785
p122131	v1682
p233014	v339
p86933	v1371
p212937	v1847
p135487	v67
p187488	v302
p127138	v1718
p200158	v2172
p277397	v348
p270699	v234
p183808	v267
p130736	v1325
p58160	v1057
p219503	v2281
p94621	v1323
p278713	v616
p93912	v1433
p211050	v2312
p69902	v302
p68113	v267
p43861	v793
p237321	v1188
p110800	v1546
p147087	v534
p5553	v92
p174125	v188
p250602	v2363
p185344	v595
p208137	v2292
p77736	v1232
p250010	v857
p66093	v1105
p189047	v326
p217330	v1986
p65045	v210
p127439	v790
p58091	v1054
p279895	v1183
p152584	v1907
p140298	v894
p215413	v2326
p209141	v2296
p50741	v905
p111116	v1156
p136787	v1768
p36944	v685
p183697	v265
p251309	v85
p78445	v1232
p101430	v1495
p4977	v87
p105000	v188
p129088	v1723
p143687	v1843
p208037	v2292
p152269	v1907
p277923	v615
p204423	v2281
p266796	v1511
p129183	v1725
p95351	v1441
p141633	v87
p229377	v2112
p32893	v345
p142091	v88
p241130	v416
p200532	v2176
p20456	v460
p235831	v363
p132910	v1748
p106987	v255
p150390	v1894
p151727	v543
p85102	v1340
p122745	v759
p155545	v1484
p85849	v1348
p56881	v1030
p117922	v1424
p231528	v2360
p92798	v1419
p213328	v1887
p265368	v188
p226749	v1519
p59950	v566
p14003	v283
p269384	v578
p68968	v1133
p74160	v1188
p108398	v1531
p89891	v1401
p199164	v2161
p213178	v2320
p225132	v2351
p278932	v1161
p227823	v248
p93332	v1428
p181304	v1109
p215414	v2326
p95471	v1441
p253075	v968
p256034	v1002
p185965	v283
p148138	v1886
p142918	v931
p60043	v1084
p179219	v1096
p83064	v1320
p109695	v302
p284450	v2529
p23694	v483
p173028	v188
p235444	v611
p20053	v458
p43048	v788
p38514	v711
p239198	v1220
p175771	v188
p233519	v339
p173519	v188
p68512	v1131
p104933	v188
p71922	v343
p222533	v188
p241375	v2392
p231559	v2361
p19446	v445
p92873	v1420
p25244	v507
p89577	v1398
p137118	v591
p85039	v1339
p209057	v2296
p153059	v1911
p281216	v397
p148672	v1887
p163860	v2022
p251715	v919
p69277	v595
p6545	v108
p22263	v469
p170794	v177
p221535	v188
p127288	v788
p221551	v188
p67106	v238
p159786	v1980
p215848	v2328
p70653	v1149
p246064	v1434
p157678	v1963
p68442	v1130
p87094	v1373
p132500	v1745
p218431	v2334
p270822	v238
p159583	v1080
p106067	v1511
p196301	v2133
p41843	v775
p61097	v188
p134811	v1760
p160218	v1986
p225998	v220
p31419	v278
p269023	v578
p132036	v812
p270356	v1101
p6041	v102
p214162	v1896
p79869	v1234
p120435	v1655
p155113	v1935
p105488	v1509
p54071	v985
p34266	v638
p15535	v339
p98528	v70
p10764	v188
p160538	v1986
p14610	v302
p100693	v1490
p35525	v653
p199521	v2166
p104621	v188
p145413	v93
p173219	v188
p18530	v425
p91082	v1413
p203607	v1309
p148593	v1887
p207693	v2292
p217006	v1986
p134588	v1760
p288026	v2602
p129148	v1723
p33294	v612
p186435	v2114
p163402	v2014
p267576	v212
p241266	v2312
p233046	v339
p115449	v1597
p40541	v712
p77756	v1232
p202055	v641
p225085	v211
p32337	v317
p214049	v1896
p18216	v421
p224569	v1096
p70474	v328
p192721	v354
p189100	v327
p26413	v526
p187116	v599
p253027	v1370
p121559	v1672
p126579	v785
p229186	v1127
p242422	v667
p102201	v159
p280277	v385
p17940	v412
p61108	v188
p243433	v24
p47144	v834
p231191	v2360
p146505	v1874
p65091	v211
p18208	v421
p263083	v170
p161839	v1993
p162650	v2009
p74975	v1222
p96594	v1429
p152168	v1907
p98512	v70
p163962	v2022
p3885	v67
p185746	v282
p264005	v2084
p182240	v248
p177176	v199
p89994	v1402
p40354	v746
p135514	v67
p32834	v345
p14449	v302
p276759	v339
p84939	v1339
p83207	v1322
p6130	v103
p55238	v1009
p158126	v1966
p25234	v507
p45758	v819
p186083	v283
p113243	v1579
p132310	v1740
p142423	v1836
p262335	v2478
p184724	v272
p104743	v188
p48886	v867
p75855	v1231
p263418	v565
p188238	v603
p101135	v1493
p243735	v729
p5612	v93
p44355	v798
p45608	v819
p33219	v610
p267049	v1096
p49551	v881
p197690	v1576
p78697	v1232
p265312	v188
p148211	v1886
p83277	v1322
p220729	v181
p18836	v427
p1795	v33
p67085	v238
p78755	v1232
p59851	v566
p79704	v1234
p214748	v997
p83284	v1323
p72342	v357
p157871	v1966
p78167	v1232
p238272	v400
p251428	v1825
p136749	v842
p217678	v2333
p32344	v317
p126233	v467
p167049	v2061
p245031	v779
p162239	v2001
p21833	v464
p208847	v64
p172956	v188
p17516	v403
p96442	v1429
p146057	v1863
p214923	v1014
p256705	v139
p271685	v263
p133265	v1752
p45028	v810
p272040	v269
p88308	v1391
p101114	v1493
p130054	v1728
p251224	v84
p109390	v294
p141281	v87
p199761	v2168
p280062	v1187
p41975	v778
p194940	v372
p233929	v2363
p231398	v2360
p75172	v1225
p206298	v1730
p2210	v43
p107312	v1522
p159963	v1409
p279572	v1174
p114844	v653
p284408	v2529
p149400	v1886
p164930	v2040
p127112	v1718
p88359	v1391
p90394	v1406
p68482	v1131
p237616	v2387
p24009	v486
p32923	v345
p95673	v1444
p115285	v422
p80466	v1245
p260419	v2473
p105515	v193
p267060	v1096
p146476	v1874
p109075	v1539
p280676	v2136
p78247	v1232
p236654	v1175
p12508	v227
p52220	v947
p246103	v1434
p79927	v1234
p38627	v712
p17013	v398
p142903	v931
p29557	v188
p144927	v1847
p153079	v1911
p171731	v182
p28816	v568
p76256	v1232
p210759	v871
p174787	v188
p264239	v569
p165595	v2050
p188492	v2120
p58166	v1058
p188856	v322
p212055	v929
p279802	v1180
p77908	v1232
p230479	v2117
p151883	v1907
p131008	v1325
p182776	v251
p190644	v342
p93558	v1429
p36726	v677
p17408	v403
p73051	v1163
p63480	v1096
p138761	v878
p251023	v2418
p63397	v1096
p118967	v1308
p51615	v931
p88999	v1392
p276337	v337
p218794	v2334
p192878	v358
p121566	v1673
p124145	v459
p77689	v1232
p268698	v578
p142960	v1839
p43428	v789
p105389	v188
p186184	v597
p96983	v1458
p50961	v914
p103039	v568
p222186	v188
p246404	v793
p206487	v1730
p70789	v332
p251386	v2420
p106952	v253
p120477	v1656
p285229	v2529
p104076	v188
p104157	v188
p22010	v467
p211758	v1827
p263778	v177
p162445	v2005
p155249	v1935
p231304	v2360
p52625	v959
p222595	v188
p169399	v174
p59195	v1079
p237568	v385
p231435	v2360
p110061	v317
p140944	v501
p1244	v24
p246921	v1723
p269366	v578
p135460	v66
p191201	v1155
p194434	v370
p258384	v1491
p218562	v2334
p200362	v2174
p56281	v1024
p119278	v715
p198949	v2158
p186763	v288
p37967	v700
p274493	v309
p134598	v1760
p106685	v239
p141467	v87
p126375	v784
p235436	v611
p134999	v1763
p114165	v1582
p188646	v316
p115271	v422
p79667	v1234
p266325	v573
p193196	v367
p156612	v1946
p131290	v1325
p256322	v1011
p55028	v1006
p12184	v211
p191847	v345
p10726	v188
p115932	v1612
p152183	v1907
p39681	v729
p136488	v837
p184641	v1529
p78863	v1232
p55001	v1006
p75294	v1229
p275975	v2362
p122326	v1684
p82821	v1315
p85355	v73
p82087	v1307
p238178	v399
p73193	v1163
p258245	v1399
p98057	v1459
p95539	v1441
p200662	v2177
p172747	v187
p217685	v2333
p39040	v719
p29129	v188
p157273	v1958
p112520	v1564
p134348	v1757
p76597	v1232
p248401	v804
p95429	v1441
p33153	v345
p251061	v2418
p182968	v254
p30041	v578
p68297	v270
p23486	v483
p166089	v2055
p70085	v311
p54012	v985
p38913	v714
p158445	v1966
p53383	v972
p172564	v187
p244140	v756
p222737	v188
p33544	v370
p169992	v1084
p4529	v80
p60247	v1084
p144596	v1845
p150408	v1894
p5939	v100
p52447	v954
p163627	v2015
p127095	v1718
p106131	v1512
p54574	v989
p44841	v806
p143935	v1843
p165958	v2055
p51472	v928
p175615	v188
p173321	v188
p244180	v758
p207382	v2292
p32126	v302
p163433	v2014
p54002	v985
p23624	v483
p89529	v1397
p145607	v950
p253246	v1874
p202287	v2276
p123230	v1693
p144244	v1843
p244134	v756
p153454	v131
p30675	v578
p19420	v444
p247103	v1723
p213298	v1369
p219621	v157
p271402	v256
p116859	v18
p109612	v301
p45569	v819
p47694	v846
p135703	v835
p276981	v2122
p284813	v2529
p109184	v290
p207436	v2292
p128431	v1723
p277356	v1156
p83398	v1323
p184829	v1131
p216570	v1986
p268924	v578
p87848	v1387
p170939	v2083
p241303	v2392
p185459	v280
p33613	v370
p133450	v1752
p146045	v1863
p215358	v1020
p201097	v2187
p29145	v188
p149940	v115
p190482	v2122
p3229	v56
p264597	v185
p137618	v859
p273089	v1136
p110703	v340
p169788	v2082
p55320	v1013
p5659	v94
p274174	v309
p139260	v1810
p225525	v2348
p223019	v188
p195937	v1181
p132512	v1745
p69286	v595
p269538	v578
p136900	v1769
p35639	v655
p213350	v1887
p75443	v1231
p239753	v2144
p165332	v2045
p119538	v1651
p135547	v68
p72214	v352
p261266	v2474
p93916	v1433
p191001	v342
p238451	v630
p257294	v2446
p229452	v272
p34060	v632
p120625	v1661
p52918	v965
p236924	v1179
p238216	v399
p208172	v2292
p5359	v90
p197255	v1195
p204185	v732
p230988	v2360
p16883	v392
p212903	v943
p171113	v178
p29644	v191
p34005	v632
p162047	v1995
p40740	v753
p107977	v1528
p266718	v1511
p237974	v396
p18121	v418
p121958	v1679
p105607	v194
p182133	v586
p280315	v1561
p167752	v2078
p137861	v1784
p65539	v1100
p272206	v271
p79905	v1234
p141348	v87
p85824	v1348
p65829	v227
p82955	v1318
p220604	v1084
p260339	v2473
p60181	v1084
p258698	v2072
p216659	v1986
p280792	v2136
p205914	v1726
p66579	v233
p156792	v1946
p167171	v2062
p13183	v250
p211788	v2317
p24318	v489
p266990	v1096
p41195	v761
p79631	v1234
p151594	v991
p54040	v985
p204688	v744
p29205	v188
p179838	v211
p114070	v1581
p67775	v1117
p182510	v1117
p259149	v2455
p287936	v2598
p126301	v467
p283337	v2165
p79467	v1234
p117222	v19
p67262	v238
p220796	v181
p141577	v87
p7075	v118
p199687	v2168
p167244	v2066
p185321	v595
p151830	v1902
p40383	v746
p199402	v2165
p42105	v780
p131912	v1737
p178064	v199
p56274	v1024
p219583	v155
p153425	v131
p51422	v924
p257048	v2446
p13063	v248
p254459	v1382
p5020	v87
p70767	v331
p38590	v712
p74981	v1222
p45665	v819
p26447	v527
p193742	v2128
p165005	v2040
p222021	v188
p144407	v1843
p110919	v1548
p53407	v972
p86740	v1368
p171858	v183
p132401	v1743
p205883	v1726
p221231	v188
p135744	v1766
p80695	v1287
p29374	v188
p184261	v271
p26392	v526
p133198	v1752
p234261	v2363
p126837	v1717
p72605	v1161
p182360	v1115
p115042	v1591
p257994	v1076
p211147	v886
p96384	v1429
p60122	v1084
p203817	v1309
p159181	v1037
p125955	v1714
p79241	v1234
p204980	v2286
p222302	v188
p208031	v2292
p16643	v374
p269061	v578
p246353	v793
p189860	v605
p105785	v200
p170812	v177
p215877	v2329
p177058	v199
p133084	v1752
p145799	v97
p6273	v104
p258387	v1491
p166122	v2056
p110906	v344
p132323	v1741
p172720	v187
p15096	v317
p16074	v345
p182619	v249
p147901	v1885
p179293	v1096
p128423	v1723
p107058	v256
p113169	v1579
p131478	v1325
p180848	v226
p14456	v302
p106153	v205
p14062	v285
p159005	v1966
p171097	v178
p197765	v1576
p44891	v806
p63526	v1096
p144966	v522
p255929	v1480
p89657	v1399
p185075	v276
p91238	v1413
p257286	v2446
p261382	v2474
p67826	v1118
p172340	v185
p4617	v82
p100114	v1486
p272851	v2114
p285272	v2529
p253374	v1874
p234702	v343
p55084	v1006
p139036	v881
p162958	v2012
p183610	v2108
p24076	v486
p246701	v2408
p40806	v754
p236526	v1163
p80527	v1249
p229176	v1127
p122218	v37
p152978	v1909
p24810	v497
p177020	v199
p207331	v2292
p18289	v423
p171606	v182
p44866	v806
p14337	v299
p278244	v616
p206247	v1730
p31144	v268
p112730	v1573
p136622	v841
p273756	v302
p27074	v543
p174974	v188
p110640	v340
p61853	v188
p196947	v392
p94163	v1434
p50857	v908
p167128	v2062
p186178	v597
p241940	v2330
p245093	v780
p119262	v715
p43963	v795
p104484	v188
p173455	v188
p10071	v188
p5862	v98
p60195	v1084
p132429	v1744
p280938	v396
p220367	v566
p223316	v1090
p260106	v2473
p69327	v282
p220499	v1084
p212285	v1843
p169799	v2082
p114133	v1581
p136001	v1766
p4571	v80
p142463	v513
p130829	v1325
p51707	v930
p193173	v367
p201660	v2208
p59449	v158
p40122	v740
p69592	v290
p249808	v1441
p120461	v1656
p33811	v625
p65464	v216
p111844	v385
p162281	v2002
p246539	v2407
p2515	v50
p261965	v2474
p194083	v1163
p156428	v1946
p190460	v2122
p223099	v192
p92599	v1417
p148045	v1886
p88665	v1392
p187367	v299
p253489	v2434
p55656	v1016
p212029	v511
p85459	v1344
p141939	v1830
p49068	v871
p75307	v1229
p53649	v979
p271162	v251
p265878	v188
p28229	v168
p13323	v251
p30988	v586
p134301	v1756
p206790	v1730
p226358	v223
p256078	v1002
p15330	v333
p263289	v173
p169520	v566
p189631	v2121
p164339	v2030
p219473	v2340
p20997	v462
p283046	v1573
p15449	v337
p112313	v1194
p157517	v1959
p267331	v209
p225164	v2351
p57884	v1052
p126715	v785
p122010	v1681
p41097	v759
p16172	v350
p177274	v199
p260302	v2473
p47434	v838
p19764	v453
p121538	v739
p231048	v2360
p81327	v1296
p116332	v16
p270955	v586
p92814	v1419
p32265	v603
p259012	v2454
p30312	v578
p123441	v1693
p226422	v224
p246176	v59
p275833	v330
p185737	v282
p49448	v879
p84472	v1332
p128370	v1723
p158538	v1966
p78662	v1232
p200967	v2183
p61528	v188
p257076	v2446
p53916	v985
p378	v16
p126528	v784
p238098	v396
p267221	v206
p67769	v1117
p89992	v1402
p98700	v1466
p54648	v994
p224852	v207
p286770	v2557
p152661	v1907
p112017	v394
p228874	v267
p284249	v2529
p104137	v188
p96303	v1457
p140310	v894
p107921	v1527
p285260	v2529
p259619	v2466
p162919	v2011
p70672	v1149
p203504	v690
p73546	v370
p112918	v1576
p250215	v857
p67901	v1119
p177945	v199
p36590	v674
p201198	v2187
p130047	v1728
p113638	v1580
p185818	v282
p219258	v2337
p209758	v2302
p49195	v871
p131892	v1736
p75228	v1228
p10552	v188
p160570	v1986
p174039	v188
p21797	v463
p104709	v188
p76541	v1232
p244522	v1430
p280176	v2520
p199617	v2168
p42420	v783
p179165	v1096
p90932	v1413
p135632	v68
p266352	v198
p278616	v616
p248596	v811
p37726	v698
p135391	v1764
p3964	v68
p275445	v322
p255944	v1000
p181509	v234
p254913	v1907
p129842	v473
p241830	v1290
p13908	v282
p136260	v1766
p174919	v188
p170925	v2083
p31050	v587
p227869	v248
p226891	v1107
p24584	v492
p110518	v337
p43370	v789
p90386	v1406
p272455	v1133
p271798	v1523
p99580	v1481
p79748	v1234
p211442	v900
p66852	v234
p238862	v1199
p254332	v118
p252721	v964
p249092	v2412
p76886	v1232
p254928	v1907
p56286	v1024
p241914	v2330
p229706	v276
p203406	v690
p213392	v1887
p280665	v2136
p27122	v544
p250789	v1800
p207023	v1730
p251072	v2418
p34879	v647
p222191	v188
p254717	v1907
p245212	v783
p234304	v2363
p154239	v545
p105026	v188
p90944	v1413
p246997	v1723
p237237	v381
p105565	v193
p279342	v1550
p196318	v2133
p111897	v389
p146450	v1873
p141341	v87
p91256	v1413
p152175	v1907
p142583	v924
p121648	v1675
p271609	v262
p30672	v578
p241688	v2324
p35037	v650
p105552	v193
p275025	v2120
p246810	v1723
p187339	v298
p10067	v188
p93490	v1429
p242930	v684
p97990	v1459
p279358	v1550
p110422	v334
p135265	v483
p61963	v188
p139314	v1811
p165607	v2050
p58363	v1062
p132963	v480
p260229	v2473
p95742	v1446
p287048	v2564
p251264	v84
p175378	v188
p2262	v46
p115876	v1609
p218456	v2334
p71627	v341
p231311	v2360
p265019	v188
p30983	v586
p19552	v447
p87214	v1375
p118164	v1630
p25601	v511
p141862	v906
p63903	v1096
p184031	v2109
p270790	v238
p82691	v1314
p114941	v653
p54484	v987
p48962	v869
p246610	v1435
p234412	v2364
p27736	v560
p155996	v1946
p55884	v1019
p191629	v345
p15592	v340
p74825	v1210
p202930	v2279
p157463	v1959
p37249	v690
p90993	v1413
p33067	v345
p111191	v357
p65552	v1100
p282101	v1190
p65897	v227
p264599	v185
p21439	v462
p22051	v467
p164901	v2040
p83274	v1322
p184827	v1131
p122635	v454
p66703	v234
p35713	v657
p194163	v1163
p120443	v1655
p117630	v20
p69721	v299
p66290	v1110
p221737	v188
p54573	v989
p7862	v131
p238524	v1190
p74479	v1196
p24824	v498
p268556	v578
p120092	v442
p216913	v1986
p223937	v2350
p105869	v203
p252197	v2427
p18316	v423
p92869	v1420
p20518	v460
p40029	v738
p242770	v1617
p155393	v1937
p123070	v1692
p247056	v1723
p26898	v540
p221783	v188
p154074	v1922
p15656	v342
p248531	v2410
p105428	v188
p125129	v52
p193444	v1161
p286734	v2556
p216082	v1078
p241345	v2392
p242839	v2334
p272730	v283
p120386	v1313
p237155	v1180
p20651	v462
p281938	v2523
p100032	v1486
p120036	v442
p281111	v397
p243701	v26
p123243	v1693
p206140	v1730
p135387	v833
p199938	v2170
p100860	v1491
p23510	v483
p34330	v641
p224416	v1096
p257767	v1048
p24435	v490
p250490	v2415
p287551	v2581
p110054	v316
p242656	v2398
p79226	v1234
p216674	v1986
p184651	v1529
p1140	v21
p238032	v396
p205816	v1726
p231469	v2360
p39063	v719
p154403	v134
p243388	v707
p285445	v2531
p237299	v1185
