v3116	vTradingAgents
v320	vACMTrans.Model.Comput.Simul.
v329	vTechniqueetScienceInformatiques
v328	vIEEETrans.SoftwareEng.
v5661	vX@PLDI
v1982	vARTComE
v2067	vITBAM
v2066	vETM
v2065	vDPH
v2064	vAAIP
v2063	vFormaltoPracticalSecurity
v2062	vNSS
v2061	vNEMS
v2060	vMEMICS
v7505	vSEES
v2069	vTowardsTrustworthyElections
v2068	vMACOM
v7504	vRepSys@RecSys
v7503	vGraphPartitioningandGraphClustering
v7502	vIWCIASpecialTrackonApplications
v7129	vEurographics(MedicalPrize)
v7128	vEurographics(AreasPapers)
v7125	vEurographics(LabPresentations)
v7124	vEurographics(STARs)
v7127	vEurographics(Posters)
v7126	vEurographics(EducationPapers)
v7121	vEGOSE
v7120	vCYBCONF
v7123	vSLDS
v7122	vCALDAM
v6838	vKESE@ECAI
v6839	vEAIEndorsedTrans.MobileCommunicationsApplications
v6298	vIEEETrans.CloudComputing
v6299	vJ.MediaPsychology
v6528	vCombinatorialScientificComputing
v6529	vFormalMethodsinMolecularBiology
v6294	vMOBIQUITOUS
v6295	vICSON
v6296	vHotPower@SOSP
v6297	vVehicularCommunications
v6290	vWEILER@EC-TEL
v6291	vECTEL-meets-ECSCW
v6292	vCIASG
v6293	vWiFlex
v445	vD.GO
v4915	vGIO@GIScience
v4446	vProHealth/KRHC
v4445	vCISIS/ICEUTE/SOCOSpecialSessions
v6900	vOCLandTextualModelling
v4916	vTTC@STAF
v6901	vGEMOC+AMINO@MoDELS
v4911	vFutureNetwork&MobileSummit
v6902	vINFOR
v4442	vURSW(LNCSVol.)
v5166	vISGT
v424	vAustralianSoftwareEngineeringConference
v6748	vPerspectivesWorkshop:DigitalSocialNetworks
v5667	vServiceOrientationinHolonicandMulti-AgentManufacturingandRobotics
v4913	vETS@GIScience
v425	vAAMAS()
v6742	vSemanticChallengesinSensorNetworks
v6743	vSampling-basedOptimizationinthePresenceofUncertainty
v6740	vVerificationoverdiscrete-continuousboundaries
v4440	veBISS
v6746	vPervasivePublicDisplays
v4830	vFestschriftforDaveSchmidt
v6744	vClassicalandQuantumInformationAssuranceFoundationsandPractice
v6745	vSpatialRepresentationandReasoninginLanguage:OntologiesandLogicsofSpace
v6906	vModernApplicationsofAutomataTheory
v420	vAda-Europe
v6907	vACMTrans.Algorithms
v5165	vSmartCR
v421	vAIME
v4834	vICCSA
v423	vASP-DAC
v7159	vCB(I)D@SIGCOMM
v440	vDAIS
v5054	vSIGGRAPHAsiaHapticMediaAndContentsDesign
v5246	vCorrectSystemDesign
v5711	vNEWPROLAMAT
v5244	vAlgorithms,Probability,Networks,andGames
v5245	vSymbolicDataAnalysisandVisualization
v5714	vLAFM
v1210	vI.J.HumanoidRobotics
v1213	vEnterpriseModellingandInformationSystemsArchitectures
v5241	vProgrammingLanguageswithApplicationstoBiologyandSecurity
v5718	vCLSW
v5719	vSIGITEConference/RIIT
v1219	vI.J.ComputationalBiologyandDrugDesign
v1218	ve-Minds
v5248	vCICM
v5249	vCOOLChips
v138	vSanskritComputationalLinguistics
v139	vICLA
v132	vFOAL
v133	vIDtrust
v130	vMOBILWARE
v131	vWKDD
v136	vLATA
v137	vVaMoS
v134	vBangaloreComputeConf.
v135	vTRUST
v3921	vIPTPS
v3920	vCCNC
v3923	vICAISC(SIDE-EC)
v3922	vITIB
v3925	vRTCSA()
v3924	vASRU
v3927	vMCIS
v3926	vSIGMOD/PODSPhDSymposium
v3929	vWMUTE
v3928	vONDM
v2522	vJSAT
v2523	vComputers&ChemicalEngineering
v2520	vIEEETrans.IndustrialInformatics
v2521	vIJTD
v2526	vProcediaCS
v2527	vSemanticWeb
v2524	vComputerMusicJournal
v2525	vJ.OptimizationTheoryandApplications
v2528	vIJT
v2529	vComputers&MathematicswithApplications
v4043	vEmbeddedSystemsInterfacingforEngineersusingtheFreescaleHCSMicrocontrollerI:AssemblyLanguageProgramming
v4042	vArduinoMicrocontrollerProcessingforEveryone!PartII
v4040	vFoundationsofDataQualityManagement
v4047	vArticulatorySpeechSynthesisfromtheFluidDynamicsoftheVocalApparatus
v4046	vPragmaticElectricalEngineering:Fundamentals
v4045	vProgressinApplicationsofBooleanFunctions
v4044	vIntroductiontoEmbeddedSystems:UsingANSICandtheArduinoDevelopmentEnvironment
v4049	vDesigningAsynchronousCircuitsusingNULLConventionLogic(NCL)
v4048	vIncompleteDataandDataDependenciesinRelationalDatabases
v2298	vISI
v2290	vIBERAMIA
v2291	vICDEWorkshops
v2292	vICPR
v2293	vICSOC
v2294	vICWEWorkshops
v2295	vAPMS
v2296	vIJCNN
v2297	vISADS
v7155	vJ.Adv.Inf.Fusion
v5000	vScala@PLDI
v3213	vTAROS
v3212	vWACV
v3211	vICIMCS
v3210	vCAiSEWorkshops
v3217	vEAST
v3216	vMDA/MDSD
v3215	vISPA
v3214	vCCP
v3219	vINOC
v3218	vICGEC
v5001	vTRUST@PLDI
v5003	vCAiSEForum(SelectedExtendedPapers)
v7356	vThePersonalWeb
v7357	vSEMANTiCS(Posters&Demos)
v7354	vAMIWorkshops
v7355	vComputingStatisticsunderIntervalandFuzzyUncertainty
v7352	vMobiWis
v7353	vMKM/Calculemus/DML
v7350	vWFCS
v7351	vCitiSens
v7358	vUrb-IoT
v7359	vDependableSoftwareSystemsEngineering
v6199	vIJMOR
v6198	vTrans.Large-ScaleData-andKnowledge-CenteredSystems
v6197	vED/GViP@Diagrams
v6196	vED@Diagrams
v6195	vECSAWorkshops
v6194	vDV(Workshops)
v6193	vTA
v6192	vFPS
v6191	vSEHPCS@ICSE
v6190	vSMA@BCS-SGAI
v2750	vRIAO
v18	vASIACCS
v19	vCHI
v12	vASPLOS
v13	vAutomata,FormalLanguages,andRelatedTopics
v10	vARCS
v11	vGPGPU
v16	vCATA
v17	vCC
v14	vBIS
v15	vBTW
v6997	vMIDI
v959	vWGIS
v488	vISMM
v489	vJCDL
v6993	vEXE@MoDELS
v6992	vMASE@MoDELS
v6991	vFlexMDE@MoDELS
v6990	vTDS
v482	vISCA
v951	vTSD
v480	vICDM
v481	vINTETAIN
v954	vUIST
v955	vUMAP
v484	vISPASS
v485	vITEE
v1178	vKESJournal
v1179	vJournalofDecisionSystems
v1170	vFoundationsandTrendsinWebScience
v1171	vFoundationsandTrendsinComputerGraphicsandVision
v1172	vFoundationsandTrendsinCommunicationsandInformationTheory
v1173	vScienceinChinaSeriesF:InformationSciences
v1174	vJOCCH
v1175	vJIKM
v1176	vAPJOR
v1177	vCryptologia
v4674	vL@S
v4675	vBrainandHealthInformatics
v4676	vICSIBO
v4677	vTwinPeaks@ICSE
v4670	vD-A-CHEI
v4671	vSustainIT
v4672	vEDBT/ICDTPh.D.Workshop
v4673	vCSSP
v4678	vRSSE@ICSE
v4679	vMTD@ICSE
v3024	vRefine
v3025	vSOS
v3026	vPLACES
v3027	vFLACOS
v3020	vCompMod
v3021	vGandALF
v3022	vFOCLASA
v3023	vEXPRESS
v3028	vICE
v3029	vPACO
v5505	vICANN
v5504	vRobotics
v5507	vSymbiotic
v5506	vIEEETrans.Multimedia
v5501	vWADGMM
v5500	vIFSA-EUSFLAT
v5503	vREACTION
v5502	vBigComp
v5640	vIWBBIO()
v5509	vFlexibleApproachesinData,InformationandKnowledgeManagement
v5508	vCoNLL
v4906	vEfficientAlgorithmsforGlobalOptimizationMethodsinComputerVision
v4451	vCSCWCompanion
v4904	vAPWebWorkshophs
v4905	vIM
v4902	vSoftCOM
v4455	vLCNWorkshops
v4456	vMALWARE
v4901	vIPTA
v4458	vNeuralParallel&ScientificComp.
v4459	vMPRSS
v4908	vMultivariateNetworkVisualization
v4909	vICAPP(WorkshopsandSymposiums)
v6982	vCIBIM@SSCI
v5647	vFITTEST@ICTSS
v309	vIEEETransactionsonInformationTheory
v308	vACMTrans.Inf.Syst.Secur.
v305	vTelematicsandInformatics
v304	vACMTrans.EmbeddedComput.Syst.
v307	vIEEETransactionsonImageProcessing
v306	vIEEET.FuzzySystems
v301	vIEEE/ACMTrans.Comput.BiologyBioinform.
v300	vIEEETrans.onCADofIntegratedCircuitsandSystems
v303	vIEEETrans.DependableSec.Comput.
v302	vTheor.Comput.Sci.
v2885	vMathematicalandComputerModelling
v2884	vFO&DM
v2887	vComp.-AidedCivilandInfrastruct.Engineering
v2886	vMed.Biol.EngineeringandComputing
v2881	vMedicalImageAnalysis
v2880	vIJNGC
v2883	vIJCNIS
v2882	vCognitiveSystemsResearch
v2889	vNHM
v2888	vIEEEComp.Int.Mag.
v2427	vSRDS
v2426	vWOSIS
v2425	vFoSER
v2424	vSIGSOFTFSE
v2931	vAdv.Human-ComputerInteraction
v2930	vJ.AppliedMathematics
v1057	vADMI
v2089	vCSP
v2088	vComputers&Security
v1724	vICISC
v2085	vComputationalIntelligence
v2084	vComputationalBiologyandChemistry
v2087	vComputerLanguages,Systems&Structures
v2420	vEuroMPI
v2081	vAdvancedRobotics
v2080	vArtificialLife
v2083	vComputer-AidedDesign
v2082	vBioinformatics[ISMB]
v1726	vICME
v5004	vSTPIS@CAiSE
v5005	vEOMAS@CAiSE
v7109	vPartialUpdateLeast-SquareAdaptiveFiltering
v7108	vContextualDesign:Evolved
v5006	vCAiSEIndustryTrack
v7103	vEngineersforKorea
v7102	vDesignandDevelopmentofRadioFrequencyIdentification(RFID)andRFID-EnabledSensorsonFlexibleLowCostSubstrates
v1969	vITRevolutions
v5007	vEvoBio
v7107	vMetricLearning
v7106	vAdiabaticQuantumComputationandQuantumAnnealing:TheoryandPractice
v7105	vAutomatedGrammaticalErrorDetectionforLanguageLearners,SecondEdition
v7104	vEngineeringandSociety:WorkingTowardsSocialJustice,PartIII
v1542	vT.Aspect-OrientedSoftwareDevelopmentVI
v5888	vWODES
v5889	vHotDep
v7137	vCompleNet
v5880	vFormSERA@ICSE
v5881	vMSAN
v5882	vNetworkingWorkshops
v5883	vPrivacyandIdentityManagementforLife
v5884	vCryptographicEngineering
v5885	vSEPS@SPLASH
v5886	vWODA@SPLASH
v5887	vPLATEAU@SPLASH
v6504	vHot-ICE
v6505	vINM/WREN
v6506	vIoT
v6507	vCOSMIC@CGO
v6500	vSIPS
v6501	vRISK
v6502	vSPECTS@SummerSim
v6503	vFrontiersofIT&EE
v7131	vImageandGeometryProcessingfor-DCinematography
v6508	vODES@CGO
v6509	vIEEET.CloudComputing
v5080	vMES
v5081	vFGIT-GDC/IESH/CGAG
v5082	vFGIT-EL/DTA/UNESST
v5083	vFGIT-ASEA/DRBC/EL
v5084	vFGIT-MulGraB/BSBT/IUrC
v5085	vFGIT-MulGraB()
v5086	vFGIT-CA/CES
v5087	vFGIT-FGCN/DCA
v5088	vFGIT-GDC
v5089	vDPM/SETOP/QASA
v547	vSOUPS
v546	vAFRICACRYPT
v545	vASMTA
v544	vCSE
v543	vFAW
v542	vCOCOA
v541	vKES-AMSTA
v540	vWoLLIC
v549	vHAIS
v548	vIWOMP
v6760	vImpactofHumanMobilityonCommunications:Measurement,Analysis,Modeling,andSimulation
v6761	vQuantitativeandQualitativeAnalysisofNetworkProtocols
v6762	vSYNCHRON
v6763	vAlgorithmsandComplexityforContinuousProblems
v6764	vPerspectivesWorkshop:ServiceValueNetworks
v6765	vEventProcessing
v6766	vProgramCompositionandOptimization:Autotuning,Scheduling,MetaprogrammingandBeyond
v6767	vPerspectivesWorkshop:NamingandAddressinginaFutureInternet
v6768	vInter-VehicularCommunication
v6769	vFlexibleNetworkDesign
v1233	vHandbookofAutomation
v1232	vEncyclopediaofDatabaseSystems
v1231	vEncyclopediaofComplexityandSystemsScience
v1230	vIEEET.ServicesComputing
v5268	vSyRoCo
v5269	vBigDataConference
v1235	vTowardsIntelligentEngineeringandInformationTechnology
v1234	vEncyclopediaofBiometrics
v5264	vIJBDI
v5265	vNachhaltigesSoftwareManagement
v5266	vInf.Wiss.&Praxis
v5267	vHCVS
v5260	vISMAR-MASH'D
v5261	vKONVENS
v5262	vIPaMin@KONVENS
v5263	vCoreGRID@Euro-Par
v150	vSimuTools
v151	vICAART
v152	vMCETECH
v153	vOR
v154	vAppliedArtificialIntelligence
v155	vAppliedCategoricalStructures
v156	vActaInf.
v157	vAdv.Comput.Math.
v158	vAdHocNetworks
v3909	vMCDM
v3908	vMultimodalMusicProcessing
v3907	vCrowdSearch
v3906	vECMFA-TW
v3905	vPAAMS(Workshops)
v3903	vICON
v3902	vARSO
v3901	vICORES
v3900	vImViReLL
v2508	vJ.Digit.Inf.
v2509	vMISQuarterly
v2500	vCL&C
v2501	vSci.Ann.Comp.Sci.
v2502	vDataScienceJournal
v2503	vDiscreteMathematics&TheoreticalComputerScience
v2504	vIntelligenzaArtificiale
v2505	vJ.AIS
v2506	vJ.Computer-MediatedCommunication
v2507	vJ.Math.Model.Algorithms
v5707	vBD
v5706	vPSIEtA
v5597	vHSCR@INTERSPEECH
v5704	vSIGGRAPHMobile
v3278	vPIA
v3271	vWISEWorkshops
v3270	vCASE
v3273	vCEE-SET
v3275	vICDKE
v3274	vICAL
v3277	vICER
v3276	vIFIPTM
v5703	vSPAWC
v7590	vProvenanceDatainSocialMedia
v7591	vBooleanDifferentialEquations
v7592	vWaveletImageCompression
v7593	vBasicSimulationModelsofPhaseTrackingDevicesUsingMATLAB
v7594	vAConciseIntroductiontoModelsandMethodsforAutomatedPlanning
v7595	vJointSourceChannelCodingUsingArithmeticCodes
v7596	vSecurityBasicsforComputerArchitects
v7597	vRecognizingTextualEntailment:ModelsandApplications
v7598	vInformationRetrievalModels:Foundations&Relationships
v7599	vPerformanceModeling,StochasticNetworks,andStatisticalMultiplexing,secondedition
v1974	vFITraMEn
v5701	vLASER
v7378	vMultiClust@SDM
v7379	vMultiClust@ECML/PKDD
v7374	vMUSEPAT
v7375	vVAHC
v7376	vEESSMod@MoDELS
v7377	vMultiClust@KDD
v7370	vBigDataResearch
v7371	vIJSMILE
v7372	vInt.J.Adv.Comp.Techn.
v7373	vmusepat
v5700	vACOMP
v958	vMSVVEIS
v6996	vSoftwareandSystemsTraceability
v6995	vPE-WASUN@MSWiM
v6994	vSRC@MoDELS
v976	vHAID
v977	vTOOLS()
v974	vWASA
v975	vPRIB
v972	vIPCV
v973	vSAMT
v970	vBSB
v74	vMMS
v75	vNetworking
v76	vTMA
v77	vPADL
v70	vIUI
v71	vLFCS
v72	vLoCA
v73	vMMM
v950	vTrustBus
v6979	vHandbookofFinancialCryptographyandSecurity
v6978	vHandbookofVirtualEnvironments,nded.
v483	vISNN()
v6975	vDocSymp@MoDELS
v6974	vDemos@MoDELS
v6977	vSBGAMES
v6976	vACVI@MoDELS
v6971	vGEMOC@MoDELS
v952	vUC
v6973	vMDHPCL@MoDELS
v6972	vXM@MoDELS
v953	vUIC
v486	vIWANN()
v487	vIWINAC()
v956	vUSAB
v957	vVRST
v2207	vComputationalIntelligenceforTechnologyEnhancedLearning
v2206	vInteractiveCollaborativeInformationSystems
v2205	vComputerandInformationScience
v2204	vSemanticsinAdaptiveandPersonalizedServices
v2751	vACIIDSPosters
v2202	vRecentAdvancesInHarmonySearchAlgorithm
v2201	vIntelligentAutonomousSystems
v2200	vAdvancesinMusicInformationRetrieval
v5695	vUsARE@ICSE
v5694	vISDP
v5697	vFTXS@HPDC
v5696	vEFSE@ICSE
v5691	vSEES@ICSE
v5690	vTEFSE@ICSE
v5693	vWRT@ICSE
v5692	vS-Cube@ICSE
v5699	vMARC@RWTH
v5698	vCLEI
v4612	vSSR@ICRA
v4613	vSemanticWebConference()
v4610	vJOLIS
v4611	vOTMConferences
v4616	vFMA
v4617	vSPME@MobiCom
v4614	vIEEETrans.Systems,Man,andCybernetics:Systems
v4615	vIEEETrans.SignalProcessing
v4618	vIDAACS
v4619	vMobiCom
v3043	vIEEETrans.onCircuitsandSystems
v3040	vJIP
v3041	vJ.ElectricalandComputerEngineering
v3046	vCognitiveProcessing
v3047	vAfricanJ.ofInf.&Commun.Technology
v3044	vKybernetes
v3045	vIJCOPI
v3048	vLLC
v3049	vEncyclopediaofCryptographyandSecurity(ndEd.)
v5523	vSpringSim(HPS)
v5522	vSpringSim(Posters)
v5521	vAICOL
v5520	vISSRE(SupplementalProceedings)
v5527	vWODA+PERTEA@ISSTA
v5526	vJAMAICA@ISSTA
v5525	vCHESE@ISSTA
v5524	vIWAENC
v5529	vHSCMA
v5528	vSmartHealth
v4928	vTM@CIKM
v4929	vDTMBIO@CIKM
v4924	vCloudDB@CIKM
v4925	vPIKM@CIKM
v4926	vUnstructureNLP@CIKM
v4927	vUEO@CIKM
v4920	vBMCMedicalImaging
v4921	vNTCIR
v4922	vEVIA@NTCIR
v4923	vJFIM
v369	vACMSIGSOFTSoftwareEngineeringNotes
v368	vServiceOrientedComputingandApplications
v363	vEG
v362	vIJWBC
v361	vIJAOSE
v360	vIJWGS
v367	vJNW
v366	vIJSS
v365	vComplexity
v2319	vSOFTVIS
v2318	vSEAL
v2315	vRSCTC
v2317	vSBIA
v2316	vSAB
v2313	vPacificSymposiumonBiocomputing
v2312	vACIVS()
v4722	vModelingApproachesandAlgorithmsforAdvancedComputerApplications
v7161	vAllThingsCellular@SIGCOMM
v7160	vNSEthics@SIGCOMM
v7163	vSIMBig
v4720	vModellingandControlofDialysisSystems()
v7165	vNordiCloud
v7164	vWorldCIS
v7167	vNFPinDSML@MoDELS
v7166	vModels@run.time
v7169	vEESSMOD@MoDELS
v7168	vCMA@MoDELS
v4721	vAutonomousSystems:DevelopmentsandTrends
v3814	vHandbookofStatisticalBioinformatics
v3545	vIntelligentComputationalOptimizationinEngineering
v3816	vRelatingSoftwareRequirementsandArchitectures
v6903	vBDC
v2816	vMONAMI
v2817	vFaVE
v2814	ve-Democracy
v2815	vSENSAPPEAL
v2812	vArtsIT
v2813	vMobiCASE
v2810	vEuropeComm
v2811	vDigiBiz
v6562	vDAFx
v6563	vMASSWorkshops
v6560	vMCO
v6561	vMobiArch@MobiCom
v6566	vAIST(Supplement)
v6567	vDFTS
v6564	vICK
v6565	vWikiSym
v6568	vCSDM
v6569	vRoarsTransactions
v1783	vMABS
v1206	vJ.MedicalSystems
v1781	vLOPSTR
v1780	vLISA
v1039	vePart
v1038	vRP
v5068	vMHS
v1207	vJ.Classification
v5066	vDiSS-LPSS
v5067	vCSOC
v5064	vSSE@SIGSOFTFSE
v1788	vSTACOM/CESC
v1031	vENTER
v1030	vMIG
v5060	vOnward!
v1032	vAmI
v1205	vT.GIS
v4001	vMMSys
v5277	vAsiaSim
v1203	vT.Mass-DataAnalysisofImagesandSignals
v569	vComput.J.
v5275	vGraz
v565	vBriefingsinBioinformatics
v564	vAutonomousAgentsandMulti-AgentSystems
v567	vBulletinofSymbolicLogic
v1201	vI.J.MedicalInformatics
v561	vComplex()
v560	vAGILEConf.
v563	vAppl.AlgebraEng.Commun.Comput.
v562	vIF&GIS
v6788	vEurographics(Tutorials)
v6789	vPoliticalSpeech
v6786	vHotMobile
v6787	vIWGS
v6784	vCIIP
v6785	vEVOLVE(III)
v6782	vORMaCloud
v6783	vDIR
v6780	vPhotonicInterconnects:AComputerArchitect'sPerspective
v6781	vHCIR
v1259	vNewConceptsinDigitalReference
v1258	vAutomatedMetadatainMultimediaInformationSystems
v5208	vMobiWac
v5209	vInt.J.MachineLearning&Cybernetics
v1251	vTheLogicofAdaptiveBehavior
v1250	vOntologyRepresentation
v1253	vAClassofAlgorithmsforDistributedConstraintOptimization
v1252	vLegalTheory,SourcesofLawandtheSemanticWeb
v5206	vINTERACT
v5207	vCLHS@HPDC
v5204	vInt.CMGConference
v5205	vGeNeMe
v178	vComputerAidedGeometricDesign
v179	vCyberneticsandSystems
v176	vBellLabsTechnicalJournal
v177	vCommun.ACM
v174	vAutom.Softw.Eng.
v175	vBiologicalCybernetics
v172	vArtificialIntelligenceinMedicine
v173	vAppl.SoftComput.
v170	vAppl.Math.Lett.
v171	vAuton.Robots
v4007	vComp.Opt.andAppl.
v4006	vSIGCASComputersandSociety
v4005	vMath.Meth.ofOR
v4004	vDiscreteMath.,Alg.andAppl.
v4003	vIJIMAI
v4002	vEEWC
v4553	vSocProS
v4000	vFutureInternetAssembly
v4559	vICONIP
v4558	vSoSE
v4009	vComput.Syst.Sci.Eng.
v4008	vNewMedia&Society
v1142	vT.DataHidingandMultimediaSecurity
v3789	vIJHPSA
v3788	vInt.J.Auton.Comp.
v3781	vIJTM
v3780	vFoundationsandTrendsinTechnology,InformationandOperationsManagement
v3783	vIJCAET
v3782	vIJSNM
v3785	vTrans.EmergingTelecommunicationsTechnologies
v3784	vIJIEI
v3787	vJournalofSoftware:EvolutionandProcess
v3786	vIJICoT
v3257	vCCBR
v3524	vMMSP
v3255	vISSCC
v3254	vGovernanceandSustainabilityinInformationSystems
v3521	vDigitaleHardware/Software-Systeme:SpezifikationundVerifikation
v3252	vMARCSymposium
v3523	vDesignofImageProcessingEmbeddedSystemsUsingMultidimensionalDataFlow
v3250	vSTM
v3259	vQoSA/ISARCS
v3258	vEDOCW
v5850	vITQM
v2782	vInstinctiveComputingWorkshop
v2783	vVLUDS
v2780	vSBM
v2781	vSoICT
v2786	vBICA
v2787	vIEEEVAST
v2784	vMMEDIA
v2785	vICISO
v2788	vNASAFormalMethods
v2789	vICCCS
v7578	vInformationandInfluencePropagationinSocialNetworks
v7579	vOptimizationandMathematicalModelinginComputerArchitecture
v7576	vMobileRoboticsforMultidisciplinaryStudy
v7577	vSemanticRelationsBetweenNominals
v7574	vDesigningforDigitalReading
v7575	vAdvancedRadarDetectionSchemesUnderMismatchedSignalModels
v7572	vMulticulturalismandInformationandCommunicationTechnology
v7573	vScienceFictionPrototyping:DesigningtheFuturewithScienceFiction
v7570	vEMTC
v7571	vEssentialPrinciplesforAutonomousRobotics
v3106	vModelsofHorizontalEyeMovements,PartII
v3105	vLearningwithSupportVectorMachines
v7318	vDanceNotationsandRobotMotion
v7319	vIJSPM
v7312	vSCALA@ECOOP
v7313	vCurvesandSurface
v7310	vICDM(Posters)
v7311	vLPARshortpapers(Yogyakarta)
v7316	vSIMPDA(RevisedSelectedPapers)
v7317	vBPOE
v7314	vCTTE
v7315	vAMBN@JSAI-isAI
v2126	vIJLT
v2127	vIJRFITA
v2124	vJ.LowPowerElectronics
v2125	vIJMC
v2122	vMicroelectronicsJournal
v2123	vComputers&ElectricalEngineering
v2120	vIEEETrans.Med.Imaging
v2121	vComputers,EnvironmentandUrbanSystems
v2128	vIEEETransactionsonRobotics
v2129	vFoundationsandTrendsinSignalProcessing
v120	vAIRWeb
v998	vNET-COOP
v999	vACAL
v994	vSUM
v995	vFMICS
v996	vSEAFOOD
v997	vProvSec
v990	vSLS
v991	vEUNICE
v992	vDAARC
v993	vPairing
v6959	vBig-DataAnalyticsandCloudComputing
v6958	vCorrectSoftwareinWebApplicationsandWebServices
v6953	vUNet
v6952	vLAWC@LATINCOM
v6951	vLATINCOM
v6950	vHAICTA
v6957	vFoundationsofBiomedicalKnowledgeRepresentation
v6956	vMedicalDataPrivacyHandbook
v6955	vSocialMediaforGovernmentServices
v6954	vITICSE-WGR
v6045	vS-BPMONEApplicationStudies
v6044	vECC
v6047	vIntelligentTechniquesinEngineeringManagement
v6046	vICSI
v6041	vCCB@Middleware
v6040	vARM@Middleware
v6043	vMiddlewareDoctoralSymposium
v6042	vMWSOC
v6049	vTourismInformatics
v6048	vParaconsistentIntelligent-BasedSystems
v56	vLaw,OntologiesandtheSemanticWeb
v57	vICCPOL
v54	vHPCA
v55	vHSCC
v52	vHICSS
v53	vHiPEAC
v50	vGPC
v51	vGROUP
v58	vICDE
v59	vICDT
v4638	vMASA
v4639	vEncyclopediaofAlgorithms
v4630	vInt.J.FuzzyLogicandIntelligentSystems
v4631	vArgument&Computation
v4632	vSTIDS
v4633	vSAP
v4634	vCloudCom()
v4635	vISTAS
v4636	vISGTEurope
v4637	vNATW
v3068	vMultiprocessorSystem-on-Chip
v3069	vMathematicalApproachestoPolymerSequenceAnalysisandRelatedProblems
v3060	vStudiesinComplexityandCryptography
v3061	vModelingandToolsforNetworkSimulation
v3062	vAlgorithmsUnplugged
v3063	vResultsoftheSENSORIAProject
v3064	vVariantsofEvolutionaryAlgorithmsforReal-WorldApplications
v3066	vModernBusinessProcessAutomation
v3067	vComputingwithSpatialTrajectories
v5549	vAAAIWorkshop:LearningRichRepresentationsfromLow-LevelSensors
v5548	vDTIS
v5541	vMEMSYS
v5540	vComputationalIntelligenceApplicationsinModelingandControl
v5543	vBTAS
v5542	vECMS
v5545	vComputingHandbook,rded.()
v5544	vINCoS
v5547	vCOOS@AAMAS
v5546	vGSB@SIGIR
v4494	vAnnalesUMCS,Informatica
v4495	vEncyclopediaofSystemsandControl
v4496	viJES
v4497	vCLIP
v4490	vIndustrialRobot
v4491	vFuturePlay
v4492	vBIOKDD
v4493	vJ.Sensors
v4498	vJ.ComputerVirologyandHackingTechniques
v4499	vInteractionforVisualization
v4948	vSocialNetworks:AFrameworkofComputationalIntelligence
v4949	vAdvancedMethodsforComputationalCollectiveIntelligence
v4942	vManagingComplexity
v4943	vModernAdvancesinIntelligentSystemsandTools
v691	vCloudDB
v4941	vModeling,Learning,andProcessingofTextTechnologicalDataStructures
v4946	vComputationalIntelligenceParadigmsinAdvancedPatternClassification
v696	vCIVR
v4944	vRecentAdvancesonHybridIntelligentSystems
v694	vCIKM-DSMM
v1655	vDG.O
v1306	vCOSTActionFinalReport
v1657	vDIALM-POMC
v341	vJournalofIntelligentandRoboticSystems
v340	vSignalProcessing
v343	vMathematicsandComputersinSimulation
v342	vComputationalStatistics&DataAnalysis
v345	vEuropeanJournalofOperationalResearch
v344	vOpticalSwitchingandNetworking
v347	vJ.DigitalImaging
v346	vComputerMethodsandProgramsinBiomedicine
v349	vTAAS
v348	vJ.ElectronicTesting
v1650	vDocumentAnalysisSystems
v1653	vDEON
v1652	vDELTA
v2333	vFCST
v2331	vALA
v2337	vCLEF()
v2335	vCICLing()
v2334	vTheSmartInternet
v1273	vAnIntroductiontoMultivariableMathematics
v7510	vQASBA@ISSTA
v7511	vTrans.RoughSets
v7512	vEngineers,Society,andSustainability
v7513	vProbabilisticApproachestoRecommendations
v7149	vCyberSecurity,CyberCrimeandCyberForensics
v7148	vImageandVideo-BasedArtisticStylisation
v7147	vHigh-PerformanceScientificComputing
v7146	vComputationalandRoboticModelsoftheHierarchicalOrganizationofBehavior
v7145	vFlyingInsectsandRobots
v7144	vNumberTheoryandRelatedFields
v7143	vSecurityandPrivacyinBiometrics
v7142	vConqueringComplexity
v7141	vOntologyEngineeringinaNetworkedWorld
v7140	vDomainEngineering,ProductLines,Languages,andConceptualModels
v7516	vUsableSecurity:History,Themes,andChallenges
v7517	vSystemsEngineering:BuildingSuccessfulSystems
v4450	vFinanceCom
v7260	vWOCCI
v4907	vNormativeMulti-AgentSystems
v4452	vMMIInteraktiv
v6643	vJ.Intellig.Transport.Systems
v6642	vWEAH
v4454	vICPCA/SWS
v6641	vOZCHI(LNCSSelection)
v4903	vOpenIoT@SoftCOM
v6640	vEducationforInformation
v4900	vLightSec
v6647	vIWPSE
v4457	vReportsonMathematicalLogic
v6646	vF-IDE@FM
v6645	vESOCCWorkshops
v6644	vFGCN
v4809	vSE-CSE@ICSE
v4808	vCESI@ICSE
v6548	vCognition,ControlandLearningforRobotManipulationinHumanEnvironments
v6549	vHybridandRobustApproachestoMultiobjectiveOptimization
v6238	vGeoRich@SIGMOD
v6239	vDSMM
v6540	vAutomationinDigitalPreservation
v6237	vGRADES
v6542	vComputationalFoundationsofSocialChoice
v6543	vLearningparadigmsindynamicenvironments
v6544	vComputationalCreativity:AnInterdisciplinaryApproach
v6545	vAlgorithmsandNumberTheory
v6546	vScheduling
v6547	vDynamicallyReconfigurableArchitectures
v1019	vPETRA
v1018	vIHM
